11.7288 11.6644 11.5708 11.447 11.2941 11.1132 10.9058 10.6736 10.4181 10.1415 9.84561 9.53269 9.20493 8.86456 8.51386 8.1551 7.79052 7.42232 7.05261 6.68344 6.31673 5.9543 5.59783 5.24886 4.9088 4.57889 4.26024 3.9538 3.66035 3.38058 3.11498 2.86396 2.6278 2.40666 2.20062 2.00965 1.83367 1.67255 1.52608 1.39404 1.27619 1.17226 1.082 1.00516 0.941503 0.890832 0.852975 0.827169
11.356 11.2937 11.203 11.0832 10.9351 10.76 10.5592 10.3343 10.087 9.81914 9.53269 9.22973 8.91238 8.58283 8.24328 7.89592 7.54293 7.18643 6.82847 6.47103 6.11597 5.76506 5.41992 5.08204 4.75279 4.43337 4.12485 3.82814 3.54402 3.27313 3.01598 2.77294 2.54429 2.33018 2.13068 1.94578 1.7754 1.61939 1.47758 1.34974 1.23563 1.135 1.04761 0.973212 0.91158 0.86252 0.825866 0.80088
10.9656 10.9054 10.8178 10.7021 10.5591 10.39 10.1962 9.979 9.74019 9.48153 9.20493 8.91238 8.60594 8.28772 7.95984 7.62443 7.28358 6.93933 6.59368 6.24853 5.90568 5.56684 5.23356 4.9073 4.58937 4.28093 3.98302 3.69651 3.42217 3.16059 2.91228 2.6776 2.45681 2.25006 2.05742 1.87888 1.71435 1.56371 1.42677 1.30333 1.19314 1.09598 1.01159 0.939749 0.880237 0.832864 0.79747 0.773343
10.5601 10.5021 10.4178 10.3064 10.1687 10.0059 9.81915 9.61001 9.38003 9.13093 8.86456 8.58283 8.28772 7.98127 7.66551 7.3425 7.01425 6.68274 6.34987 6.01748 5.68731 5.36099 5.04004 4.72585 4.41967 4.12264 3.83574 3.55983 3.29563 3.04372 2.80459 2.57859 2.36596 2.16686 1.98134 1.8094 1.65096 1.50589 1.37402 1.25514 1.14903 1.05545 0.974186 0.905 0.847688 0.802067 0.767982 0.744747
10.1423 10.0867 10.0057 9.89863 9.76639 9.61 9.43068 9.22982 9.00894 8.7697 8.51386 8.24328 7.95984 7.66551 7.36225 7.05202 6.73676 6.41836 6.09866 5.77942 5.46231 5.1489 4.84065 4.53888 4.24482 3.95954 3.68399 3.419 3.16525 2.92331 2.69364 2.47658 2.27236 2.08113 1.90296 1.73782 1.58565 1.44631 1.31966 1.20548 1.10357 1.0137 0.935646 0.869197 0.814152 0.770336 0.737599 0.715284
9.71493 9.66162 9.58405 9.48152 9.35485 9.20505 9.03329 8.84089 8.62932 8.40016 8.1551 7.89592 7.62443 7.3425 7.05202 6.75486 6.45288 6.1479 5.84167 5.53588 5.23214 4.93194 4.63667 4.34762 4.06595 3.79269 3.52875 3.27493 3.03187 2.80013 2.58013 2.37222 2.17661 1.99344 1.82277 1.66459 1.51883 1.38537 1.26405 1.15468 1.05707 0.970982 0.896219 0.832571 0.779845 0.737875 0.706518 0.685143
9.28062 9.2297 9.15559 9.05764 8.93664 8.79354 8.62945 8.44565 8.24354 8.02462 7.79052 7.54293 7.28358 7.01425 6.73676 6.45288 6.1644 5.87305 5.58052 5.2884 4.99823 4.71145 4.42939 4.15326 3.88418 3.62314 3.371 3.12852 2.89633 2.67495 2.46479 2.26617 2.0793 1.90432 1.74128 1.59017 1.45093 1.32344 1.20754 1.10306 1.00981 0.927574 0.856153 0.79535 0.744982 0.704888 0.674933 0.654513
8.84199 8.79347 8.72287 8.62955 8.51427 8.37793 8.2216 8.04648 7.85392 7.64536 7.42232 7.18643 6.93933 6.68274 6.41836 6.1479 5.87305 5.59547 5.31676 5.03845 4.762 4.48877 4.22004 3.95696 3.7006 3.4519 3.21168 2.98065 2.75944 2.54852 2.34829 2.15906 1.98103 1.81431 1.65898 1.51502 1.38235 1.26089 1.15047 1.05093 0.962082 0.883734 0.815689 0.757759 0.709772 0.671573 0.643033 0.623579
8.40156 8.35547 8.28838 8.19971 8.09017 7.96062 7.81208 7.64569 7.46272 7.26454 7.05261 6.82847 6.59368 6.34987 6.09866 5.84167 5.58052 5.31676 5.05193 4.78749 4.5248 4.26519 4.00984 3.75987 3.51628 3.27996 3.0517 2.83219 2.62199 2.42158 2.23133 2.05152 1.88235 1.72394 1.57635 1.43955 1.3135 1.19808 1.09316 0.998581 0.914161 0.839715 0.775059 0.720015 0.674418 0.638122 0.611004 0.592518
7.96178 7.91809 7.85452 7.77049 7.66668 7.54392 7.40315 7.24547 7.07208 6.88427 6.68344 6.47103 6.24853 6.01748 5.77942 5.53588 5.2884 5.03845 4.78749 4.53688 4.28795 4.04192 3.79994 3.56305 3.33221 3.10827 2.89196 2.68393 2.48474 2.29482 2.11453 1.94413 1.78382 1.6337 1.49383 1.3642 1.24474 1.13537 1.03594 0.94631 0.866308 0.795759 0.734488 0.682325 0.639115 0.604719 0.57902 0.561503
7.52493 7.48364 7.42355 7.34414 7.24603 7.12999 6.99695 6.84792 6.68404 6.50654 6.31673 6.11597 5.90568 5.68731 5.46231 5.23214 4.99823 4.762 4.5248 4.28795 4.05268 3.82015 3.59144 3.36756 3.14938 2.93772 2.73328 2.53667 2.3484 2.1689 1.9985 1.83746 1.68594 1.54406 1.41187 1.28935 1.17645 1.07307 0.979099 0.894387 0.818775 0.752097 0.694188 0.644887 0.604048 0.571539 0.54725 0.530694
7.09317 7.05425 6.99761 6.92275 6.83027 6.7209 6.59549 6.45501 6.30053 6.13322 5.9543 5.76506 5.56684 5.36099 5.1489 4.93194 4.71145 4.48877 4.26519 4.04192 3.82015 3.60096 3.38538 3.17434 2.96868 2.76916 2.57645 2.39113 2.21366 2.04446 1.88384 1.73203 1.58921 1.45547 1.33086 1.21537 1.10895 1.0115 0.922922 0.84307 0.771797 0.708945 0.654358 0.607886 0.56939 0.538746 0.515851 0.500244
6.66852 6.63193 6.57868 6.5083 6.42136 6.31853 6.20063 6.06856 5.92333 5.76604 5.59783 5.41992 5.23356 5.04004 4.84065 4.63667 4.42939 4.22004 4.00984 3.79994 3.59144 3.38538 3.1827 2.9843 2.79095 2.60338 2.42221 2.24797 2.08113 1.92206 1.77106 1.62834 1.49407 1.36833 1.25118 1.14261 1.04256 0.950945 0.867669 0.792597 0.725591 0.666502 0.615183 0.571493 0.535301 0.506492 0.484968 0.470296
6.25281 6.2185 6.16857 6.10258 6.02105 5.92464 5.81409 5.69025 5.55408 5.40658 5.24886 5.08204 4.9073 4.72585 4.53888 4.34762 4.15326 3.95696 3.75987 3.56305 3.36756 3.17434 2.9843 2.79826 2.61696 2.44109 2.27121 2.10784 1.9514 1.80224 1.66065 1.52683 1.40093 1.28303 1.17319 1.07138 0.977563 0.891664 0.813579 0.743187 0.680358 0.624952 0.576833 0.535866 0.501931 0.474918 0.454735 0.440978
5.8477 5.81562 5.76892 5.70721 5.63097 5.5408 5.43741 5.32159 5.19424 5.05631 4.9088 4.75279 4.58937 4.41967 4.24482 4.06595 3.88418 3.7006 3.51628 3.33221 3.14938 2.96868 2.79095 2.61696 2.44742 2.28293 2.12406 1.97127 1.82497 1.68548 1.55306 1.42791 1.31016 1.19991 1.09718 1.00197 0.914229 0.833895 0.760869 0.695038 0.636279 0.584463 0.539461 0.501149 0.469412 0.444149 0.425274 0.412408
5.4547 5.42477 5.38121 5.32365 5.25253 5.16842 5.07198 4.96395 4.84515 4.71649 4.57889 4.43337 4.28093 4.12264 3.95954 3.79269 3.62314 3.4519 3.27996 3.10827 2.93772 2.76916 2.60338 2.44109 2.28293 2.12951 1.98131 1.83879 1.70232 1.5722 1.44868 1.33194 1.22211 1.11927 1.02344 0.934627 0.852786 0.777852 0.709733 0.648327 0.593517 0.545183 0.503206 0.467468 0.437864 0.414299 0.396693 0.384691
5.0751 5.04725 5.00673 4.95317 4.887 4.80874 4.71901 4.6185 4.50797 4.38826 4.26024 4.12485 3.98302 3.83574 3.68399 3.52875 3.371 3.21168 3.0517 2.89196 2.73328 2.57645 2.42221 2.27121 2.12406 1.98131 1.84343 1.71083 1.58385 1.46279 1.34787 1.23925 1.13706 1.04138 0.952218 0.869585 0.79344 0.72372 0.660342 0.603209 0.552213 0.507243 0.468187 0.434937 0.407393 0.385468 0.369087 0.35792
4.71004 4.6842 4.64659 4.59688 4.53547 4.46284 4.37956 4.28628 4.18371 4.07261 3.9538 3.82814 3.69651 3.55983 3.419 3.27493 3.12852 2.98065 2.83219 2.68393 2.53667 2.39113 2.24797 2.10784 1.97127 1.83879 1.71083 1.58777 1.46992 1.35757 1.25091 1.15011 1.05527 0.966468 0.883723 0.807034 0.736367 0.671662 0.612843 0.559819 0.512492 0.470756 0.434509 0.403651 0.378089 0.35774 0.342538 0.332174
4.36047 4.33655 4.30173 4.25571 4.19885 4.13162 4.05452 3.96816 3.8732 3.77035 3.66035 3.54402 3.42217 3.29563 3.16525 3.03187 2.89633 2.75944 2.62199 2.48474 2.3484 2.21366 2.08113 1.9514 1.82497 1.70232 1.58385 1.46992 1.36083 1.25681 1.15807 1.06475 0.976953 0.894739 0.818135 0.747138 0.681715 0.621812 0.567359 0.518271 0.474456 0.435818 0.402261 0.373693 0.350028 0.33119 0.317115 0.307521
4.02718 4.00508 3.97292 3.93042 3.87791 3.81582 3.74461 3.66486 3.57715 3.48216 3.38058 3.27313 3.16059 3.04372 2.92331 2.80013 2.67495 2.54852 2.42158 2.29482 2.1689 2.04446 1.92206 1.80224 1.68548 1.5722 1.46279 1.35757 1.25681 1.16075 1.06956 0.983367 0.902279 0.826349 0.755601 0.69003 0.629608 0.574284 0.523993 0.478657 0.438191 0.402506 0.371514 0.34513 0.323273 0.305875 0.292876 0.284016
3.71078 3.69042 3.66079 3.62163 3.57325 3.51603 3.45042 3.37693 3.29611 3.20858 3.11498 3.01598 2.91228 2.80459 2.69364 2.58013 2.46479 2.34829 2.23133 2.11453 1.9985 1.88384 1.77106 1.66065 1.55306 1.44868 1.34787 1.25091 1.15807 1.06956 0.985526 0.906109 0.831392 0.761427 0.696237 0.635818 0.580143 0.529165 0.482825 0.441051 0.403764 0.370883 0.342326 0.318015 0.297875 0.281844 0.269867 0.261702
3.41175 3.39304 3.36579 3.32978 3.2853 3.23269 3.17237 3.1048 3.0305 2.95002 2.86396 2.77294 2.6776 2.57859 2.47658 2.37222 2.26617 2.15906 2.05152 1.94413 1.83746 1.73203 1.62834 1.52683 1.42791 1.33194 1.23925 1.15011 1.06475 0.983367 0.906109 0.833092 0.764395 0.700069 0.640132 0.584582 0.533393 0.486523 0.443917 0.40551 0.371227 0.340996 0.31474 0.292388 0.273871 0.259132 0.24812 0.240613
3.13042 3.11325 3.08825 3.05521 3.0144 2.96613 2.91078 2.84878 2.78061 2.70677 2.6278 2.54429 2.45681 2.36596 2.27236 2.17661 2.0793 1.98103 1.88235 1.78382 1.68594 1.58921 1.49407 1.40093 1.31016 1.22211 1.13706 1.05527 0.976953 0.902279 0.831392 0.764395 0.701364 0.642341 0.587347 0.536378 0.48941 0.446405 0.407312 0.372071 0.340616 0.312878 0.288787 0.268278 0.251288 0.237764 0.22766 0.220772
2.86699 2.85126 2.82836 2.7981 2.76072 2.71652 2.66583 2.60905 2.54661 2.47898 2.40666 2.33018 2.25006 2.16686 2.08113 1.99344 1.90432 1.81431 1.72394 1.6337 1.54406 1.45547 1.36833 1.28303 1.19991 1.11927 1.04138 0.966468 0.894739 0.826349 0.761427 0.700069 0.642341 0.588286 0.53792 0.491239 0.448224 0.408838 0.373035 0.34076 0.311952 0.286548 0.264485 0.245701 0.230141 0.217755 0.208502 0.202194
2.62153 2.60714 2.58621 2.55854 2.52436 2.48394 2.43759 2.38567 2.32858 2.26674 2.20062 2.13068 2.05742 1.98134 1.90296 1.82277 1.74128 1.65898 1.57635 1.49383 1.41187 1.33086 1.25118 1.17319 1.09718 1.02344 0.952218 0.883723 0.818135 0.755601 0.696237 0.640132 0.587347 0.53792 0.491866 0.449182 0.409849 0.373835 0.341098 0.311586 0.285244 0.262015 0.241841 0.224665 0.210438 0.199112 0.190651 0.184883
2.39403 2.3809 2.36178 2.33652 2.3053 2.26839 2.22606 2.17865 2.12651 2.07004 2.00965 1.94578 1.87888 1.8094 1.73782 1.66459 1.59017 1.51502 1.43955 1.3642 1.28935 1.21537 1.14261 1.07138 1.00197 0.934627 0.869585 0.807034 0.747138 0.69003 0.635818 0.584582 0.536378 0.491239 0.449182 0.410202 0.374283 0.341394 0.311498 0.284547 0.260491 0.239278 0.220854 0.205169 0.192176 0.181833 0.174106 0.168839
2.1844 2.17241 2.15497 2.13192 2.10344 2.06976 2.03113 1.98787 1.9403 1.88877 1.83367 1.7754 1.71435 1.65096 1.58565 1.51883 1.45093 1.38235 1.3135 1.24474 1.17645 1.10895 1.04256 0.977563 0.914229 0.852786 0.79344 0.736367 0.681715 0.629608 0.580143 0.533393 0.48941 0.448224 0.409849 0.374283 0.341509 0.3115 0.284221 0.25963 0.237681 0.218325 0.201515 0.187203 0.175348 0.165911 0.158861 0.154054
1.99246 1.98152 1.96561 1.94459 1.91861 1.88788 1.85266 1.8132 1.76981 1.72281 1.67255 1.61939 1.56371 1.50589 1.44631 1.38537 1.32344 1.26089 1.19808 1.13537 1.07307 1.0115 0.950945 0.891664 0.833895 0.777852 0.72372 0.671662 0.621812 0.574284 0.529165 0.486523 0.446405 0.408838 0.373835 0.341394 0.3115 0.284128 0.259247 0.236816 0.216796 0.199141 0.183808 0.170754 0.15994 0.151332 0.144901 0.140517
1.81797 1.808 1.79348 1.77429 1.75059 1.72256 1.69042 1.65441 1.61482 1.57194 1.52608 1.47758 1.42677 1.37402 1.31966 1.26405 1.20754 1.15047 1.09316 1.03594 0.979099 0.922922 0.867669 0.813579 0.760869 0.709733 0.660342 0.612843 0.567359 0.523993 0.482825 0.443917 0.407312 0.373035 0.341098 0.311498 0.284221 0.259247 0.236544 0.216078 0.197811 0.181702 0.167711 0.1558 0.145934 0.13808 0.132212 0.128212
1.66068 1.65157 1.63831 1.62078 1.59913 1.57352 1.54416 1.51127 1.4751 1.43593 1.39404 1.34974 1.30333 1.25514 1.20548 1.15468 1.10306 1.05093 0.998581 0.94631 0.894387 0.84307 0.792597 0.743187 0.695038 0.648327 0.603209 0.559819 0.518271 0.478657 0.441051 0.40551 0.372071 0.34076 0.311586 0.284547 0.25963 0.236816 0.216078 0.197383 0.180696 0.165981 0.153201 0.14232 0.133308 0.126133 0.120773 0.117119
1.52028 1.51194 1.4998 1.48376 1.46394 1.4405 1.41362 1.38351 1.3504 1.31454 1.27619 1.23563 1.19314 1.14903 1.10357 1.05707 1.00981 0.962082 0.914161 0.866308 0.818775 0.771797 0.725591 0.680358 0.636279 0.593517 0.552213 0.512492 0.474456 0.438191 0.403764 0.371227 0.340616 0.311952 0.285244 0.260491 0.237681 0.216796 0.197811 0.180696 0.16542 0.151949 0.140249 0.130289 0.122038 0.11547 0.110563 0.107218
1.39648 1.38882 1.37767 1.36293 1.34472 1.32319 1.2985 1.27084 1.24043 1.20749 1.17226 1.135 1.09598 1.05545 1.0137 0.970982 0.927574 0.883734 0.839715 0.795759 0.752097 0.708945 0.666502 0.624952 0.584463 0.545183 0.507243 0.470756 0.435818 0.402506 0.370883 0.340996 0.312878 0.286548 0.262015 0.239278 0.218325 0.199141 0.181702 0.165981 0.151949 0.139575 0.128828 0.119678 0.112099 0.106066 0.101559 0.0984864
1.28895 1.28188 1.27159 1.25799 1.24118 1.22131 1.19852 1.17299 1.14492 1.11451 1.082 1.04761 1.01159 0.974186 0.935646 0.896219 0.856153 0.815689 0.775059 0.734488 0.694188 0.654358 0.615183 0.576833 0.539461 0.503206 0.468187 0.434509 0.402261 0.371514 0.342326 0.31474 0.288787 0.264485 0.241841 0.220854 0.201515 0.183808 0.167711 0.153201 0.140249 0.128828 0.118908 0.110464 0.103468 0.0978996 0.0937392 0.0909032
1.19741 1.19084 1.18128 1.16864 1.15303 1.13457 1.1134 1.08968 1.06361 1.03536 1.00516 0.973212 0.939749 0.905 0.869197 0.832571 0.79535 0.757759 0.720015 0.682325 0.644887 0.607886 0.571493 0.535866 0.501149 0.467468 0.434937 0.403651 0.373693 0.34513 0.318015 0.292388 0.268278 0.245701 0.224665 0.205169 0.187203 0.170754 0.1558 0.14232 0.130289 0.119678 0.110464 0.102618 0.0961199 0.0909468 0.0870819 0.0844473
1.12158 1.11543 1.10647 1.09464 1.08001 1.06272 1.04289 1.02068 0.99625 0.969794 0.941503 0.91158 0.880237 0.847688 0.814152 0.779845 0.744982 0.709772 0.674418 0.639115 0.604048 0.56939 0.535301 0.501931 0.469412 0.437864 0.407393 0.378089 0.350028 0.323273 0.297875 0.273871 0.251288 0.230141 0.210438 0.192176 0.175348 0.15994 0.145934 0.133308 0.122038 0.112099 0.103468 0.0961199 0.0900328 0.0851873 0.0815672 0.0790994
1.06122 1.0554 1.04692 1.03572 1.02189 1.00552 0.986762 0.965745 0.942633 0.917601 0.890832 0.86252 0.832864 0.802067 0.770336 0.737875 0.704888 0.671573 0.638122 0.604719 0.571539 0.538746 0.506492 0.474918 0.444149 0.414299 0.385468 0.35774 0.33119 0.305875 0.281844 0.259132 0.237764 0.217755 0.199112 0.181833 0.165911 0.151332 0.13808 0.126133 0.11547 0.106066 0.0978996 0.0909468 0.0851873 0.0806026 0.0771773 0.0748424
1.01612 1.01055 1.00243 0.99171 0.978462 0.962794 0.944828 0.924704 0.902575 0.878606 0.852975 0.825866 0.79747 0.767982 0.737599 0.706518 0.674933 0.643033 0.611004 0.57902 0.54725 0.515851 0.484968 0.454735 0.425274 0.396693 0.369087 0.342538 0.317115 0.292876 0.269867 0.24812 0.22766 0.208502 0.190651 0.174106 0.158861 0.144901 0.132212 0.120773 0.110563 0.101559 0.0937392 0.0870819 0.0815672 0.0771773 0.0738976 0.0716619
0.986131 0.980721 0.972846 0.962439 0.949581 0.934376 0.91694 0.89741 0.875934 0.852673 0.827799 0.801489 0.773932 0.745314 0.715828 0.685664 0.655011 0.624054 0.592969 0.56193 0.531098 0.500625 0.470654 0.441313 0.412722 0.384984 0.358193 0.332427 0.307755 0.284232 0.261901 0.240796 0.22094 0.202347 0.185023 0.168967 0.154172 0.140624 0.12831 0.117208 0.107299 0.0985613 0.0909724 0.0845116 0.0791596 0.0748994 0.0717164 0.0695467
